iter	Logloss
499	0.3038698995
500	0.3038394788
501	0.3038167525
502	0.3037876505
503	0.303770036
504	0.3037451039
505	0.3037220909
506	0.3037036037
507	0.3036812681
508	0.303652696
509	0.3036362608
510	0.3036239593
511	0.3035925711
512	0.3035696382
513	0.3035477492
514	0.3035098356
515	0.3034888708
516	0.3034651678
517	0.3034463991
518	0.3034262135
519	0.3033945468
520	0.3033643811
521	0.3033366949
522	0.303301686
523	0.3032819565
524	0.3032550636
525	0.3032192044
526	0.3032018114
527	0.3031764929
528	0.3031458523
529	0.3031284393
530	0.303104241
531	0.3030694704
532	0.3030486223
533	0.3030131833
534	0.302993938
535	0.3029662291
536	0.3029507718
537	0.3029244364
538	0.3029001884
539	0.3028661555
540	0.302849238
541	0.302816405
542	0.3027812634
543	0.3027636563
544	0.3027379968
545	0.3027007743
546	0.3026698581
547	0.3026457199
548	0.3026180503
549	0.3025883046
550	0.3025517795
551	0.3025236585
552	0.302492548
553	0.3024623577
554	0.3024381611
555	0.3024143519
556	0.3023953753
557	0.3023647722
558	0.3023341231
559	0.3023036795
560	0.3022785796
561	0.3022606488
562	0.3022345384
563	0.3022147439
564	0.3021942889
565	0.3021576813
566	0.3021325129
567	0.30210708
568	0.3020833041
569	0.3020502091
570	0.3020245559
571	0.3019924877
572	0.3019637605
573	0.301937634
574	0.3019041482
575	0.3018682464
576	0.3018477211
577	0.3018314034
578	0.3018106042
579	0.3017841689
580	0.3017584475
581	0.301727633
582	0.3017106202
583	0.3016906688
584	0.3016704961
585	0.301640392
586	0.3016167116
587	0.3015908484
588	0.3015671937
589	0.3015388178
590	0.3015074179
591	0.3014735029
592	0.3014418199
593	0.3014199862
594	0.3013908657
595	0.3013728712
596	0.3013557984
597	0.3013427891
598	0.301314196
599	0.3012935489
600	0.3012737212
601	0.3012516827
602	0.3012291251
603	0.3012050353
604	0.3011901471
605	0.3011690771
606	0.3011397035
607	0.3011072924
608	0.3010887159
609	0.3010541913
610	0.3010169911
611	0.3009946521
612	0.3009700381
613	0.3009434122
614	0.300919459
615	0.3008994153
616	0.30087925
617	0.3008611366
618	0.3008362858
619	0.3008093627
620	0.3007867879
621	0.3007666481
622	0.3007389616
623	0.3007194571
624	0.3006959033
625	0.3006661314
626	0.300636839
627	0.3006180957
628	0.3005988
629	0.3005758263
630	0.3005604853
631	0.300542924
632	0.3005272854
633	0.3005056472
634	0.3004905831
635	0.3004727998
636	0.3004424704
637	0.3004144136
638	0.3003830653
639	0.3003544006
640	0.3003286672
641	0.3002978072
642	0.300272346
643	0.3002400617
644	0.3002217257
645	0.3002006821
646	0.3001730081
647	0.3001466746
648	0.3001352308
649	0.3001134117
650	0.3001002174
651	0.3000735301
652	0.3000537676
653	0.300032033
654	0.3000079312
655	0.2999929198
656	0.2999651414
657	0.2999364201
658	0.2999134618
659	0.2998936513
660	0.2998677758
661	0.299841569
662	0.2998239802
663	0.2997971549
664	0.2997817849
665	0.2997622883
666	0.2997408247
667	0.299718332
668	0.2996981983
669	0.2996640863
670	0.2996398797
671	0.2996169135
672	0.2995851814
673	0.299568118
674	0.2995373949
675	0.2995132826
676	0.299496903
677	0.2994727356
678	0.2994435038
679	0.2994072296
680	0.2993845254
681	0.299348674
682	0.2993260074
683	0.2993032935
684	0.2992849069
685	0.2992552553
686	0.2992351405
687	0.2992057734
688	0.2991926973
689	0.2991694275
690	0.2991523581
691	0.2991282823
692	0.299107215
693	0.299088303
694	0.299067968
695	0.2990420091
696	0.2990120146
697	0.2989911921
698	0.2989677099
699	0.2989395692
700	0.2989017365
701	0.2988844027
702	0.2988668405
703	0.298844875
704	0.2988260208
705	0.298801441
706	0.2987718511
707	0.2987526303
708	0.2987306535
709	0.2987040518
710	0.2986811287
711	0.298656324
712	0.2986436401
713	0.2986193666
714	0.2986006934
715	0.2985832879
716	0.2985586259
717	0.2985359741
718	0.2985225923
719	0.2985017623
720	0.2984711677
721	0.2984459502
722	0.2984161939
723	0.2983855223
724	0.2983616907
725	0.2983324612
726	0.2983156582
727	0.2982984441
728	0.2982725097
729	0.298257641
730	0.2982336725
731	0.2982078651
732	0.2981780755
733	0.2981486853
734	0.2981327414
735	0.2981002669
736	0.2980717609
737	0.2980355564
738	0.2980118073
739	0.2979865066
740	0.2979576518
741	0.2979373488
742	0.2979146858
743	0.2978938613
744	0.2978649542
745	0.2978407472
746	0.2978213086
747	0.2978046101
748	0.2977652364
749	0.297731723
750	0.2977069759
751	0.2976799584
752	0.2976532577
753	0.2976289882
754	0.2976039573
755	0.2975776973
756	0.2975562027
757	0.2975284205
758	0.297507334
759	0.2974917091
760	0.297467107
761	0.2974411643
762	0.297412518
763	0.2973898721
764	0.2973590988
765	0.2973393946
766	0.2973126543
767	0.2972842521
768	0.297272626
769	0.2972463414
770	0.2972292043
771	0.29721199
772	0.2971825607
773	0.2971584051
774	0.2971382443
775	0.2971119937
776	0.2970947652
777	0.2970776639
778	0.2970527297
779	0.2970214252
780	0.2969976291
781	0.2969695534
782	0.2969393742
783	0.296922416
784	0.2968899421
785	0.2968673428
786	0.2968418013
787	0.2968185417
788	0.2967896064
789	0.2967688814
790	0.2967391059
791	0.2967118383
792	0.2966860887
793	0.2966611621
794	0.2966346031
795	0.2966065982
796	0.2965666912
797	0.2965395287
798	0.2965187988
799	0.2965005538
800	0.2964858284
801	0.2964669116
802	0.2964527809
803	0.2964305082
804	0.2963988648
805	0.2963744779
806	0.2963501207
807	0.2963267492
808	0.2963071322
809	0.2962931018
810	0.2962702503
811	0.2962431195
812	0.296212714
813	0.296195554
814	0.2961709839
815	0.2961551882
816	0.2961317219
817	0.2961020822
818	0.2960788588
819	0.2960572743
820	0.2960358584
821	0.2960111047
822	0.2959891002
823	0.2959581774
824	0.2959314564
825	0.2959064396
826	0.2958850997
827	0.2958539961
828	0.2958371981
829	0.2958026318
830	0.2957716602
831	0.2957466247
832	0.2957107415
833	0.2956917278
834	0.2956669804
835	0.2956498505
836	0.2956311224
837	0.2956096294
838	0.2955811187
839	0.2955660254
840	0.2955516894
841	0.2955243501
842	0.2954984483
843	0.2954761563
844	0.2954584266
845	0.2954278523
846	0.2954072337
847	0.2953854728
848	0.2953595292
849	0.2953361607
850	0.2953214565
851	0.2952901963
852	0.2952728442
853	0.2952504329
854	0.2952355842
855	0.295213141
856	0.2951862101
857	0.2951647677
858	0.2951483813
859	0.2951172302
860	0.2950999548
861	0.2950747852
862	0.2950488727
863	0.2950374369
864	0.2950146477
865	0.2949915925
866	0.2949701266
867	0.2949482566
868	0.2949273184
869	0.2949082419
870	0.2948935154
871	0.2948489727
872	0.2948242599
873	0.2947928701
874	0.2947732025
875	0.2947567116
876	0.2947348732
877	0.2947126911
878	0.2946917553
879	0.2946763927
880	0.2946562336
881	0.2946335443
882	0.2946091565
883	0.294582819
884	0.2945481361
885	0.2945295999
886	0.2945097271
887	0.2944899632
888	0.294463238
889	0.2944280481
890	0.2944047707
891	0.2943668659
892	0.2943351229
893	0.2943113903
894	0.2942846779
895	0.294258653
896	0.2942323647
897	0.2942052839
898	0.2941881357
899	0.294178774
900	0.2941437994
901	0.2941202044
902	0.2941049203
903	0.2940910296
904	0.2940641154
905	0.2940314118
906	0.2939992781
907	0.2939898149
908	0.2939742216
909	0.2939580897
910	0.2939362795
911	0.2939132897
912	0.293890017
913	0.293879663
914	0.2938549646
915	0.2938313095
916	0.293809696
917	0.2937850886
918	0.2937619746
919	0.2937453378
920	0.2937277812
921	0.2937106521
922	0.2936844917
923	0.2936542639
924	0.29362826
925	0.2935935454
926	0.2935763129
927	0.2935586703
928	0.2935266341
929	0.2934855011
930	0.2934562694
931	0.2934344986
932	0.2934093993
933	0.2933870902
934	0.2933747246
935	0.2933455115
936	0.2933303022
937	0.293310913
938	0.2933000651
939	0.2932846721
940	0.2932666408
941	0.2932369137
942	0.2932173062
943	0.2931960341
944	0.293160813
945	0.2931313072
946	0.2931204145
947	0.2930983836
948	0.2930778862
949	0.2930503735
950	0.2930331963
951	0.2930156141
952	0.2929919752
953	0.2929727766
954	0.2929515188
955	0.2929409206
956	0.2929144765
957	0.2928900134
958	0.2928737057
959	0.2928541179
960	0.2928356689
961	0.2928086524
962	0.2927909455
963	0.2927724626
964	0.2927565427
965	0.292736516
966	0.2927127274
967	0.2926934958
968	0.2926678857
969	0.2926467704
970	0.2926318052
971	0.2926025046
972	0.2925836657
973	0.2925674472
974	0.2925466566
975	0.2925134603
976	0.2925005031
977	0.2924725539
978	0.2924464673
979	0.2924350552
980	0.2924155052
981	0.2923964713
982	0.292376874
983	0.2923595603
984	0.2923324252
985	0.292308355
986	0.2922728971
987	0.2922541766
988	0.2922298956
989	0.2922033861
990	0.2921852856
991	0.2921763677
992	0.292151423
993	0.2921205064
994	0.2920999132
995	0.2920761664
996	0.2920442355
997	0.2920236783
998	0.292003209
999	0.2919758281
