iter	Logloss
128	0.3164153546
129	0.3163677501
130	0.3163203346
131	0.3162809092
132	0.3162416542
133	0.3162000284
134	0.3161488548
135	0.3161092581
136	0.3160623648
137	0.315997459
138	0.3159610281
139	0.3159220558
140	0.3158728465
141	0.3158513393
142	0.3158187169
143	0.315770171
144	0.3157257449
145	0.3156716746
146	0.3156282568
147	0.3156025708
148	0.3155493819
149	0.3155175149
150	0.3154798955
151	0.315445914
152	0.3154021081
153	0.3153646087
154	0.3153163119
155	0.3152699229
156	0.315221637
157	0.3151670184
158	0.3151357623
159	0.3151029199
160	0.315039527
161	0.3149890957
162	0.3149658187
163	0.3149162889
164	0.3148699492
165	0.3148303857
166	0.3147901292
167	0.3147545651
168	0.3147070122
169	0.3146666168
170	0.3146320606
171	0.3145897078
172	0.3145398281
173	0.3145066934
174	0.3144669921
175	0.3144329246
176	0.3143823437
177	0.3143496487
178	0.3142953452
179	0.3142474837
180	0.3142122007
181	0.3141777428
182	0.3141288741
183	0.3140772424
184	0.3140397296
185	0.3140075707
186	0.3139595752
187	0.313902188
188	0.3138619812
189	0.3138385593
190	0.3138010283
191	0.313757617
192	0.313705636
193	0.3136588956
194	0.3136157244
195	0.3135841012
196	0.313552455
197	0.3135191646
198	0.313490135
199	0.3134475956
200	0.3134053332
201	0.3133762832
202	0.3133410988
203	0.3133073272
204	0.313260756
205	0.3132338717
206	0.3131874993
207	0.3131504215
208	0.3131116071
209	0.3130803107
210	0.3130524841
211	0.3130213139
212	0.3129826293
213	0.312943853
214	0.3129070942
215	0.3128647036
216	0.3128238035
217	0.3127935888
218	0.3127573945
219	0.3127241208
220	0.312688944
221	0.3126517013
222	0.3126214859
223	0.3125987551
224	0.3125549842
225	0.3125143338
226	0.3124869118
227	0.3124529804
228	0.3124084201
229	0.3123797275
230	0.3123357067
231	0.312293253
232	0.3122634626
233	0.3122257144
234	0.3121736477
235	0.3121366247
236	0.3120861407
237	0.3120507001
238	0.3120041174
239	0.3119668137
240	0.3119282369
241	0.3119049488
242	0.3118682961
243	0.3118333675
244	0.3118075166
245	0.3117813808
246	0.3117392753
247	0.3117052495
248	0.3116570442
249	0.3116247029
250	0.3116027959
251	0.3115675967
252	0.311546361
253	0.3115109653
254	0.3114730852
255	0.3114436931
256	0.311402106
257	0.3113458259
258	0.311326455
259	0.3112901116
260	0.3112352166
261	0.3112104218
262	0.3111877517
263	0.3111490875
264	0.311125125
265	0.3110826465
266	0.3110430475
267	0.3109961835
268	0.3109642925
269	0.3109288124
270	0.310895787
271	0.3108507545
272	0.3108231285
273	0.3107877284
274	0.3107466091
275	0.3107251763
276	0.3106853229
277	0.3106523553
278	0.3106216687
279	0.3105914485
280	0.3105572114
281	0.310528065
282	0.3104884281
283	0.3104554735
284	0.3104119396
285	0.3103774255
286	0.3103479216
287	0.3103189229
288	0.3103002371
289	0.3102688888
290	0.3102300728
291	0.3101908146
292	0.310162582
293	0.3101352366
294	0.3101114956
295	0.3100705277
296	0.3100315569
297	0.3099918379
298	0.3099630154
299	0.3099356611
300	0.3098945605
301	0.3098753326
302	0.3098413623
303	0.3098072722
304	0.3097714791
305	0.3097220267
306	0.3096883586
307	0.3096479101
308	0.3096250199
309	0.3095905381
310	0.3095634749
311	0.3095267755
312	0.3094886383
313	0.3094636998
314	0.3094182656
315	0.3093841596
316	0.3093398819
317	0.3093088673
318	0.3092661157
319	0.3092474207
320	0.3092072894
321	0.3091859694
322	0.309152307
323	0.3091221646
324	0.3090936327
325	0.3090563613
326	0.3090167381
327	0.3089882225
328	0.3089515881
329	0.3089191462
330	0.3088856588
331	0.3088564168
332	0.3088066455
333	0.3087714347
334	0.3087430747
335	0.3087115802
336	0.3086785383
337	0.3086515944
338	0.3086223921
339	0.3085995601
340	0.3085721766
341	0.3085387968
342	0.3085029038
343	0.3084732033
344	0.3084452886
345	0.3084226688
346	0.3083951985
347	0.3083571694
348	0.3083256591
349	0.3082919706
350	0.3082572978
351	0.3082118779
352	0.3081826869
353	0.3081526604
354	0.3081258075
355	0.3080864387
356	0.3080632185
357	0.3080271234
358	0.3080085989
359	0.3079784383
360	0.3079454513
361	0.307913544
362	0.3078734093
363	0.3078341183
364	0.3078012514
365	0.307778381
366	0.3077444035
367	0.3077102771
368	0.3076831193
369	0.3076551365
370	0.3076208405
371	0.3075972239
372	0.3075674966
373	0.3075423442
374	0.3075157129
375	0.307493257
376	0.3074747837
377	0.307439403
378	0.3073952415
379	0.3073710065
380	0.3073411047
381	0.3073100134
382	0.3072851431
383	0.3072646606
384	0.3072294268
385	0.3072012681
386	0.3071696986
387	0.3071480216
388	0.3071113026
389	0.3070934679
390	0.3070702797
391	0.3070473304
392	0.3070255224
393	0.3069926796
394	0.3069608037
395	0.3069241217
396	0.3068904537
397	0.3068638047
398	0.3068437295
399	0.3068257495
400	0.3067962073
401	0.3067773761
402	0.3067558463
403	0.3067310232
404	0.3067008895
405	0.3066806491
406	0.3066642549
407	0.3066351754
408	0.3065920588
409	0.3065709054
410	0.3065390594
411	0.3065186203
412	0.3064886076
413	0.3064602854
414	0.3064373521
415	0.3064141404
416	0.3063837113
417	0.3063564799
418	0.3063245627
419	0.3062838104
420	0.306267626
421	0.3062405308
422	0.3062058602
423	0.3061854848
424	0.3061601595
425	0.3061392967
426	0.3061161431
427	0.3060791274
428	0.3060580891
429	0.3060305891
430	0.3060096209
431	0.3059618656
432	0.3059228304
433	0.3058898684
434	0.3058561612
435	0.3058305026
436	0.3058142891
437	0.3057868921
438	0.3057641252
439	0.3057384132
440	0.3057057319
441	0.3056635431
442	0.3056452548
443	0.3056209438
444	0.3055970918
445	0.3055744173
446	0.3055609853
447	0.3055259932
448	0.3055014182
449	0.3054746754
450	0.305450035
451	0.3054226809
452	0.3054046739
453	0.3053748264
454	0.3053494009
455	0.3053168249
456	0.3052850315
457	0.3052516557
458	0.3052212731
459	0.305188999
460	0.3051722156
461	0.3051471842
462	0.3051230821
463	0.3050942723
464	0.3050650635
465	0.3050421599
466	0.3050204163
467	0.3049993297
468	0.304977576
469	0.3049587315
470	0.3049397965
471	0.3049196851
472	0.3048879355
473	0.304859374
474	0.3048276852
475	0.3048015273
476	0.3047790489
477	0.3047483861
478	0.3047184696
479	0.3046885154
480	0.3046643876
481	0.3046471633
482	0.3046227722
483	0.3046020301
484	0.3045728139
485	0.3045493419
486	0.3045212863
487	0.3044881738
488	0.3044673052
489	0.304441393
490	0.3044179898
491	0.3043943326
492	0.3043665129
493	0.304341184
494	0.3043121319
495	0.3042899379
496	0.3042685879
497	0.3042415573
498	0.304217545
499	0.3041895325
500	0.3041531686
501	0.3041324769
502	0.3041119064
503	0.3040863809
504	0.3040558145
505	0.3040161321
506	0.3039797024
507	0.3039470319
508	0.3039267049
509	0.3039029312
510	0.3038794272
511	0.3038492934
512	0.3038259396
513	0.3038026766
514	0.3037706842
515	0.3037467049
516	0.3037303652
517	0.303705477
518	0.3036734243
519	0.3036417398
520	0.3036127656
521	0.3035812852
522	0.3035493628
523	0.3035235152
524	0.3035036759
525	0.3034865143
526	0.3034646891
527	0.3034443234
528	0.3034245558
529	0.3033942229
530	0.303376436
531	0.3033504395
532	0.303330303
533	0.3033087684
534	0.3032861721
535	0.3032577791
536	0.3032312506
537	0.3032071103
538	0.3031862304
539	0.3031550806
540	0.3031228526
541	0.3031002372
542	0.3030821511
543	0.3030564184
544	0.303023666
545	0.302997003
546	0.3029612183
547	0.3029192201
548	0.3028830985
549	0.3028616173
550	0.3028338657
551	0.3028141151
552	0.30279135
553	0.3027635639
554	0.3027456973
555	0.3027234766
556	0.302707065
557	0.3026952415
558	0.3026612835
559	0.3026345496
560	0.3026110452
561	0.3025886049
562	0.3025632698
563	0.3025470711
564	0.3025310218
565	0.3025046627
566	0.3024794221
567	0.302453689
568	0.302433018
569	0.3024067603
570	0.3023774929
571	0.3023472571
572	0.3023156156
573	0.3022919504
574	0.3022684552
575	0.3022261562
576	0.3022154826
577	0.3021906598
578	0.302162212
579	0.3021324392
580	0.3020953819
581	0.3020672616
582	0.302047158
583	0.3020289726
584	0.30200879
585	0.3019807478
586	0.3019558229
587	0.3019433357
588	0.3019117346
589	0.3018845222
590	0.3018442404
591	0.3018271673
592	0.3017986032
593	0.3017813924
594	0.3017641548
595	0.3017375797
596	0.3017077297
597	0.3016790695
598	0.3016628705
599	0.3016310547
600	0.301604803
601	0.3015784464
602	0.3015526856
603	0.3015185941
604	0.3014954162
605	0.301467464
606	0.3014480043
607	0.3014263376
608	0.3013949684
609	0.3013650308
610	0.3013345532
611	0.3013133652
612	0.3012894766
613	0.3012481273
614	0.3012186074
615	0.3011841875
616	0.3011593541
617	0.3011292841
618	0.3011062524
619	0.3010826167
620	0.3010610489
621	0.3010376572
622	0.3010048434
623	0.3009852107
624	0.3009514334
625	0.3009304407
626	0.3009098527
627	0.3008829364
628	0.3008583628
629	0.3008384087
630	0.3008203863
631	0.3007860104
632	0.3007529646
633	0.300728907
634	0.3007065713
635	0.3006688922
636	0.3006488399
637	0.3006193432
638	0.3005920333
639	0.3005747881
640	0.3005473259
641	0.3005202235
642	0.3004891941
643	0.3004651783
644	0.300446782
645	0.3004115795
646	0.3003891836
647	0.300366342
648	0.3003462922
649	0.3003194296
650	0.3002937542
651	0.3002759652
652	0.3002470352
653	0.3002290456
654	0.3002050217
655	0.3001706683
656	0.3001368072
657	0.3001005548
658	0.3000713753
659	0.3000518994
660	0.3000288128
661	0.3000043101
662	0.299981807
663	0.2999570092
664	0.2999401512
665	0.2999078876
666	0.2998797328
667	0.2998523045
668	0.2998338534
669	0.2998101387
670	0.2997874974
671	0.2997565671
672	0.299730439
673	0.299705389
674	0.2996779104
675	0.2996446531
676	0.2996285544
677	0.2996062949
678	0.2995809762
679	0.2995562999
680	0.2995331429
681	0.2995134337
682	0.2994926203
683	0.2994740332
684	0.2994454682
685	0.2994323081
686	0.2994072136
687	0.2993905574
688	0.2993764074
689	0.2993568019
690	0.2993315457
691	0.2993107344
692	0.299289157
693	0.2992740824
694	0.2992521216
695	0.2992169361
696	0.2991771817
697	0.2991671984
698	0.2991311885
699	0.2991197224
700	0.2990989602
701	0.2990847658
702	0.2990566209
703	0.2990319573
704	0.2990065439
705	0.2989754009
706	0.2989311166
707	0.298896975
708	0.2988744926
709	0.2988523688
710	0.2988298756
711	0.2988094812
712	0.298786853
713	0.2987535283
714	0.2987250317
715	0.2987075233
716	0.2986861733
717	0.298663717
718	0.2986370194
719	0.2986204247
720	0.2985886606
721	0.2985641066
722	0.2985471754
723	0.2985221286
724	0.2984933208
725	0.298468247
726	0.2984350985
727	0.2984076725
728	0.2983825991
729	0.2983649362
730	0.298334147
731	0.2983143337
732	0.2982898657
733	0.2982646822
734	0.2982335393
735	0.2982052584
736	0.2981821207
737	0.2981594351
738	0.2981310641
739	0.2981021089
740	0.2980816817
741	0.2980631384
742	0.2980341883
743	0.2980068024
744	0.2979802784
745	0.2979484144
746	0.2979290883
747	0.2979097545
748	0.2978816137
749	0.2978561343
750	0.2978346865
751	0.2978138573
752	0.2977912275
753	0.2977664955
754	0.2977475716
755	0.2977209914
756	0.2976999897
757	0.2976728906
758	0.2976435425
759	0.2976143861
760	0.2975860684
761	0.2975695663
762	0.2975360139
763	0.2975212757
764	0.2974934058
765	0.2974782444
766	0.2974548091
767	0.2974281618
768	0.2973910024
769	0.2973671999
770	0.2973495887
771	0.2973216218
772	0.2972924259
773	0.2972683089
774	0.2972400457
775	0.2972185332
776	0.2971910158
777	0.2971567707
778	0.2971375329
779	0.2971132351
780	0.2970831649
781	0.2970662038
782	0.2970381782
783	0.2970158936
784	0.2969869554
785	0.2969563651
786	0.2969291907
787	0.2968964991
788	0.2968722072
789	0.2968472741
790	0.2968183506
791	0.2968015838
792	0.2967752222
793	0.2967583316
794	0.2967354471
795	0.296713595
796	0.2966998392
797	0.2966821321
798	0.2966459073
799	0.2966319203
800	0.2966091196
801	0.2965843576
802	0.2965711026
803	0.2965504077
804	0.2965319076
805	0.2965130452
806	0.2964930058
807	0.296467772
808	0.2964459514
809	0.2964141239
810	0.2963852148
811	0.2963662138
812	0.2963465636
813	0.2963261269
814	0.2963024048
815	0.2962751826
816	0.2962483076
817	0.2962338483
818	0.296213998
819	0.2961970828
820	0.2961780881
821	0.2961570939
822	0.2961381313
823	0.2961128062
824	0.2960919325
825	0.2960721279
826	0.2960519362
827	0.2960280583
828	0.2960043575
829	0.295991624
830	0.2959657408
831	0.2959316711
832	0.2959165742
833	0.2958997721
834	0.2958794184
835	0.2958688035
836	0.2958425268
837	0.2958203335
838	0.295806319
839	0.2957830607
840	0.2957555159
841	0.2957400844
842	0.2957169094
843	0.295692016
844	0.295661217
845	0.2956371084
846	0.2956210151
847	0.2955974779
848	0.2955674334
849	0.2955448686
850	0.2955189752
851	0.2955025062
852	0.2954744583
853	0.2954443735
854	0.295430024
855	0.2954061317
856	0.295371745
857	0.2953538739
858	0.2953352206
859	0.2953012442
860	0.2952867973
861	0.2952618215
862	0.2952492983
863	0.2952222305
864	0.2951958698
865	0.2951785212
866	0.2951496188
867	0.2951199803
868	0.2951020618
869	0.2950881782
870	0.2950678398
871	0.2950482013
872	0.2950259002
873	0.2949930324
874	0.2949699469
875	0.2949491712
876	0.2949274746
877	0.2949115038
878	0.2948880714
879	0.2948600194
880	0.2948370329
881	0.2948185118
882	0.294799415
883	0.2947786198
884	0.29474436
885	0.2947235223
886	0.2947002585
887	0.2946780404
888	0.2946544453
889	0.2946195131
890	0.2945850289
891	0.294565982
892	0.2945436279
893	0.2945207133
894	0.2945055015
895	0.2944760289
896	0.2944534227
897	0.2944326862
898	0.294416468
899	0.2943857815
900	0.2943578551
901	0.2943318704
902	0.2943116342
903	0.2942933503
904	0.2942664058
905	0.2942447077
906	0.2942265493
907	0.294210613
908	0.294194729
909	0.2941731983
910	0.2941507411
911	0.2941304051
912	0.2941026235
913	0.2940754794
914	0.2940450907
915	0.2940232734
916	0.2939907551
917	0.2939738984
918	0.2939589813
919	0.293935675
920	0.2938991554
921	0.2938695454
922	0.2938497191
923	0.2938276669
924	0.2938064799
925	0.2937813146
926	0.2937629528
927	0.2937387028
928	0.2937129314
929	0.2936938948
930	0.2936698927
931	0.2936608911
932	0.2936434208
933	0.2936169993
934	0.2935984926
935	0.2935704396
936	0.2935481123
937	0.2935288258
938	0.2935064109
939	0.2934944915
940	0.2934707906
941	0.2934602092
942	0.2934331122
943	0.2934105307
944	0.2933909241
945	0.293366975
946	0.2933356933
947	0.2933210437
948	0.2933014335
949	0.2932738674
950	0.2932447174
951	0.2932262731
952	0.2932059952
953	0.2931795229
954	0.2931617599
955	0.2931461128
956	0.2931180704
957	0.2930959283
958	0.293069205
959	0.2930464351
960	0.2930320964
961	0.2930049701
962	0.292975609
963	0.2929572573
964	0.2929311778
965	0.2929123502
966	0.2928858901
967	0.2928556663
968	0.2928370628
969	0.2928235639
970	0.2928068216
971	0.2927861284
972	0.2927659491
973	0.292744595
974	0.2927181746
975	0.2927028155
976	0.2926838353
977	0.2926712828
978	0.2926613963
979	0.2926364589
980	0.2926193967
981	0.2926013715
982	0.292583457
983	0.2925543079
984	0.2925365745
985	0.2925152485
986	0.2924935713
987	0.292471615
988	0.2924488961
989	0.2924224803
990	0.2923959231
991	0.2923756653
992	0.2923595453
993	0.2923422588
994	0.2923153195
995	0.2922945531
996	0.292278195
997	0.2922539791
998	0.2922330532
999	0.2922104608
